run_id,party_victory,rounds_taken,side,name,init_total,init_order,damage_dealt_total,damage_taken_total,hits_landed,crits_landed,opening_burst_triggered,hunters_mark_cast,hunters_mark_bonus_damage
3047,0,9,party,Fighter,22,2,45,32,5,1,0,0,0
3047,0,9,party,Ranger,9,7,15,30,1,0,0,1,6
3047,0,9,party,Rogue,11,6,12,24,2,0,0,0,0
3048,0,7,monsters,Bugbear,17,1,44,30,3,2,0,0,0
3048,0,7,monsters,Goblin_1,5,8,3,0,1,0,0,0,0
3048,0,7,monsters,Goblin_2,15,2,19,0,2,2,0,0,0
3048,0,7,monsters,Goblin_3,11,5,6,0,1,0,0,0,0
3048,0,7,monsters,Goblin_4,13,3,8,0,1,0,0,0,0
3048,0,7,party,Fighter,5,7,19,32,2,0,0,0,0
3048,0,7,party,Ranger,7,6,11,25,1,0,0,1,5
3048,0,7,party,Rogue,11,4,0,23,0,0,0,0,0
3049,0,5,monsters,Bugbear,3,8,22,25,2,0,0,0,0
3049,0,5,monsters,Goblin_1,14,5,20,0,3,0,0,0,0
3049,0,5,monsters,Goblin_2,17,4,18,0,2,1,0,0,0
3049,0,5,monsters,Goblin_3,20,2,23,0,5,0,0,0,0
3049,0,5,monsters,Goblin_4,6,7,0,0,0,0,0,0,0
3049,0,5,party,Fighter,17,3,16,32,1,1,0,0,0
3049,0,5,party,Ranger,9,6,0,27,0,0,0,1,0
3049,0,5,party,Rogue,22,1,9,24,1,0,1,0,0
3050,1,4,monsters,Bugbear,12,5,0,27,0,0,0,0,0
3050,1,4,monsters,Goblin_1,21,1,14,10,1,1,0,0,0
3050,1,4,monsters,Goblin_2,18,3,12,7,2,1,0,0,0
3050,1,4,monsters,Goblin_3,8,6,0,7,0,0,0,0,0
3050,1,4,monsters,Goblin_4,4,8,21,12,3,0,0,0,0
3050,1,4,party,Fighter,5,7,29,0,4,1,0,0,0
3050,1,4,party,Ranger,18,2,18,24,2,0,0,1,2
3050,1,4,party,Rogue,16,4,16,23,1,0,1,0,0
3051,0,6,monsters,Bugbear,16,4,35,28,2,1,0,0,0
3051,0,6,monsters,Goblin_1,21,1,15,8,2,1,0,0,0
3051,0,6,monsters,Goblin_2,7,8,17,0,2,1,0,0,0
3051,0,6,monsters,Goblin_3,18,3,20,0,4,0,0,0,0
3051,0,6,monsters,Goblin_4,7,7,0,0,0,0,0,0,0
3051,0,6,party,Fighter,9,6,17,30,2,0,0,0,0
3051,0,6,party,Ranger,20,2,12,33,1,0,0,1,3
3051,0,6,party,Rogue,10,5,7,24,1,0,0,0,0
3052,1,7,monsters,Bugbear,8,8,0,33,0,0,0,0,0
3052,1,7,monsters,Goblin_1,19,2,8,13,2,0,0,0,0
3052,1,7,monsters,Goblin_2,13,7,6,9,1,0,0,0,0
3052,1,7,monsters,Goblin_3,15,5,6,8,1,0,0,0,0
3052,1,7,monsters,Goblin_4,19,1,25,11,3,1,0,0,0
3052,1,7,party,Fighter,18,3,31,0,3,0,0,0,0
3052,1,7,party,Ranger,17,4,28,17,3,0,0,1,6
3052,1,7,party,Rogue,14,6,15,28,2,0,0,0,0
3053,1,8,monsters,Bugbear,3,8,8,38,1,0,0,0,0
3053,1,8,monsters,Goblin_1,19,3,4,10,1,0,0,0,0
3053,1,8,monsters,Goblin_2,20,2,12,9,2,1,0,0,0
3053,1,8,monsters,Goblin_3,21,1,20,9,3,1,0,0,0
3053,1,8,monsters,Goblin_4,17,4,10,7,2,1,0,0,0
3053,1,8,party,Fighter,13,6,34,7,5,0,0,0,0
3053,1,8,party,Ranger,13,5,23,26,2,0,0,1,4
3053,1,8,party,Rogue,8,7,16,21,1,0,1,0,0
3054,1,9,monsters,Bugbear,15,2,0,33,0,0,0,0,0
3054,1,9,monsters,Goblin_1,11,6,11,13,3,0,0,0,0
3054,1,9,monsters,Goblin_2,17,1,8,11,2,0,0,0,0
3054,1,9,monsters,Goblin_3,4,7,13,11,3,0,0,0,0
3054,1,9,monsters,Goblin_4,4,8,17,9,3,0,0,0,0
3054,1,9,party,Fighter,13,3,55,0,7,2,0,0,0
3054,1,9,party,Ranger,11,5,12,26,1,0,0,1,3
3054,1,9,party,Rogue,12,4,10,23,1,0,0,0,0
3055,0,7,monsters,Bugbear,10,7,7,30,1,0,0,0,0
3055,0,7,monsters,Goblin_1,20,3,8,10,1,0,0,0,0
3055,0,7,monsters,Goblin_2,14,4,24,0,4,0,0,0,0
3055,0,7,monsters,Goblin_3,21,2,25,0,4,1,0,0,0
3055,0,7,monsters,Goblin_4,11,6,22,0,3,0,0,0,0
3055,0,7,party,Fighter,4,8,19,30,2,0,0,0,0
3055,0,7,party,Ranger,22,1,21,29,2,0,0,1,4
3055,0,7,party,Rogue,13,5,0,27,0,0,0,0,0
3056,1,10,monsters,Bugbear,7,5,0,34,0,0,0,0,0
3056,1,10,monsters,Goblin_1,5,8,7,10,1,0,0,0,0
3056,1,10,monsters,Goblin_2,14,2,18,11,3,0,0,0,0
3056,1,10,monsters,Goblin_3,7,7,20,10,3,0,0,0,0
3056,1,10,monsters,Goblin_4,13,3,31,8,6,0,0,0,0
3056,1,10,party,Fighter,7,6,54,24,7,2,0,0,0
3056,1,10,party,Ranger,10,4,0,28,0,0,0,1,0
3056,1,10,party,Rogue,21,1,19,24,2,0,1,0,0
3057,1,3,monsters,Bugbear,11,4,0,29,0,0,0,0,0
3057,1,3,monsters,Goblin_1,4,8,0,11,0,0,0,0,0
3057,1,3,monsters,Goblin_2,9,5,0,8,0,0,0,0,0
3057,1,3,monsters,Goblin_3,12,3,4,11,1,0,0,0,0
3057,1,3,monsters,Goblin_4,8,7,0,15,0,0,0,0,0
3057,1,3,party,Fighter,8,6,15,0,1,1,0,0,0
3057,1,3,party,Ranger,23,1,34,0,3,0,0,1,2
3057,1,3,party,Rogue,12,2,25,4,2,0,1,0,0
3058,0,12,monsters,Bugbear,17,1,23,29,2,0,0,0,0
3058,0,12,monsters,Goblin_1,8,7,9,9,2,0,0,0,0
3058,0,12,monsters,Goblin_2,9,6,3,11,1,0,0,0,0
3058,0,12,monsters,Goblin_3,11,4,19,10,3,0,0,0,0
3058,0,12,monsters,Goblin_4,16,2,28,6,5,2,0,0,0
3058,0,12,party,Fighter,8,8,55,29,7,1,0,0,0
3058,0,12,party,Ranger,11,3,10,29,1,0,0,1,1
3058,0,12,party,Rogue,9,5,0,24,0,0,0,0,0
3059,0,6,monsters,Bugbear,21,1,34,13,3,0,0,0,0
3059,0,6,monsters,Goblin_1,10,6,10,0,3,0,0,0,0
3059,0,6,monsters,Goblin_2,12,5,6,0,2,0,0,0,0
3059,0,6,monsters,Goblin_3,13,3,15,0,3,0,0,0,0
3059,0,6,monsters,Goblin_4,13,4,14,0,2,0,0,0,0
3059,0,6,party,Fighter,14,2,0,30,0,0,0,0,0
3059,0,6,party,Ranger,7,7,9,28,1,0,0,1,4
3059,0,6,party,Rogue,5,8,4,21,1,0,0,0,0
3060,0,7,monsters,Bugbear,15,4,0,31,0,0,0,0,0
3060,0,7,monsters,Goblin_1,17,1,37,0,5,1,0,0,0
3060,0,7,monsters,Goblin_2,14,5,6,0,1,0,0,0,0
3060,0,7,monsters,Goblin_3,17,2,24,0,4,1,0,0,0
3060,0,7,monsters,Goblin_4,3,8,19,0,3,0,0,0,0
3060,0,7,party,Fighter,15,3,21,31,3,0,0,0,0
3060,0,7,party,Ranger,11,6,10,28,1,0,0,1,6
3060,0,7,party,Rogue,7,7,0,27,0,0,0,0,0
3061,1,4,monsters,Bugbear,6,7,0,32,0,0,0,0,0
3061,1,4,monsters,Goblin_1,3,8,6,15,1,0,0,0,0
3061,1,4,monsters,Goblin_2,9,6,11,9,2,0,0,0,0
3061,1,4,monsters,Goblin_3,18,1,5,7,1,0,0,0,0
3061,1,4,monsters,Goblin_4,13,4,8,17,1,1,0,0,0
3061,1,4,party,Fighter,17,3,34,0,4,0,0,0,0
3061,1,4,party,Ranger,17,2,28,5,4,0,0,1,5
3061,1,4,party,Rogue,9,5,18,25,2,0,1,0,0
3062,1,4,monsters,Bugbear,21,2,0,31,0,0,0,0,0
3062,1,4,monsters,Goblin_1,21,1,0,9,0,0,0,0,0
3062,1,4,monsters,Goblin_2,16,6,0,11,0,0,0,0,0
3062,1,4,monsters,Goblin_3,16,5,8,8,2,0,0,0,0
3062,1,4,monsters,Goblin_4,7,7,9,17,2,0,0,0,0
3062,1,4,party,Fighter,19,4,38,0,4,1,0,0,0
3062,1,4,party,Ranger,6,8,22,0,2,1,0,1,1
3062,1,4,party,Rogue,19,3,16,17,2,0,0,0,0
3063,1,8,monsters,Bugbear,22,1,11,31,1,0,0,0,0
3063,1,8,monsters,Goblin_1,7,7,0,8,0,0,0,0,0
3063,1,8,monsters,Goblin_2,19,2,7,11,1,0,0,0,0
3063,1,8,monsters,Goblin_3,10,6,23,18,4,0,0,0,0
3063,1,8,monsters,Goblin_4,5,8,28,14,4,1,0,0,0
3063,1,8,party,Fighter,17,4,46,22,5,1,0,0,0
3063,1,8,party,Ranger,17,3,28,26,3,0,0,1,2
3063,1,8,party,Rogue,14,5,8,21,1,0,0,0,0
3064,1,4,monsters,Bugbear,7,7,0,29,0,0,0,0,0
3064,1,4,monsters,Goblin_1,10,6,0,13,0,0,0,0,0
3064,1,4,monsters,Goblin_2,15,4,5,10,1,0,0,0,0
3064,1,4,monsters,Goblin_3,21,1,9,11,1,1,0,0,0
3064,1,4,monsters,Goblin_4,5,8,12,10,2,0,0,0,0
3064,1,4,party,Fighter,20,3,11,0,1,0,0,0,0
3064,1,4,party,Ranger,20,2,46,5,4,1,0,1,2
3064,1,4,party,Rogue,12,5,16,21,1,0,1,0,0
3065,0,7,monsters,Bugbear,8,6,10,36,1,0,0,0,0
3065,0,7,monsters,Goblin_1,4,7,24,13,4,1,0,0,0
3065,0,7,monsters,Goblin_2,12,4,14,0,3,0,0,0,0
3065,0,7,monsters,Goblin_3,3,8,30,0,4,1,0,0,0
3065,0,7,monsters,Goblin_4,10,5,6,0,1,1,0,0,0
3065,0,7,party,Fighter,19,1,27,29,3,2,0,0,0
3065,0,7,party,Ranger,16,3,22,31,2,0,0,1,8
3065,0,7,party,Rogue,17,2,0,24,0,0,0,0,0
3066,0,6,monsters,Bugbear,17,2,40,20,3,0,0,0,0
3066,0,6,monsters,Goblin_1,21,1,14,0,2,0,0,0,0
3066,0,6,monsters,Goblin_2,12,5,8,0,1,0,0,0,0
3066,0,6,monsters,Goblin_3,9,7,5,0,1,0,0,0,0
3066,0,6,monsters,Goblin_4,11,6,27,0,4,2,0,0,0
3066,0,6,party,Fighter,16,3,0,32,0,0,0,0,0
3066,0,6,party,Ranger,5,8,20,27,2,0,0,1,7
3066,0,6,party,Rogue,13,4,0,35,0,0,0,0,0
3067,1,6,monsters,Bugbear,9,7,0,40,0,0,0,0,0
3067,1,6,monsters,Goblin_1,4,8,0,9,0,0,0,0,0
3067,1,6,monsters,Goblin_2,17,3,15,8,2,0,0,0,0
3067,1,6,monsters,Goblin_3,18,2,8,12,2,0,0,0,0
3067,1,6,monsters,Goblin_4,12,5,6,7,1,0,0,0,0
3067,1,6,party,Fighter,14,4,25,0,2,1,0,0,0
3067,1,6,party,Ranger,20,1,42,7,5,0,0,1,5
3067,1,6,party,Rogue,9,6,9,22,1,0,1,0,0
3068,1,4,monsters,Bugbear,9,5,0,27,0,0,0,0,0
3068,1,4,monsters,Goblin_1,4,8,6,8,1,1,0,0,0
3068,1,4,monsters,Goblin_2,7,6,5,7,1,0,0,0,0
3068,1,4,monsters,Goblin_3,16,3,4,10,1,0,0,0,0
3068,1,4,monsters,Goblin_4,6,7,8,9,2,0,0,0,0
3068,1,4,party,Fighter,10,4,15,0,2,1,0,0,0
3068,1,4,party,Ranger,21,1,24,0,3,0,0,1,6
3068,1,4,party,Rogue,16,2,22,23,2,0,1,0,0
3069,1,6,monsters,Bugbear,15,2,0,28,0,0,0,0,0
3069,1,6,monsters,Goblin_1,6,6,11,18,2,0,0,0,0
3069,1,6,monsters,Goblin_2,9,5,13,9,2,0,0,0,0
3069,1,6,monsters,Goblin_3,13,4,4,9,1,0,0,0,0
3069,1,6,monsters,Goblin_4,3,8,12,8,2,0,0,0,0
3069,1,6,party,Fighter,4,7,25,0,3,1,0,0,0
3069,1,6,party,Ranger,14,3,23,16,2,1,0,1,0
3069,1,6,party,Rogue,23,1,24,24,2,0,1,0,0
3070,1,7,monsters,Bugbear,5,7,5,31,1,0,0,0,0
3070,1,7,monsters,Goblin_1,8,5,6,8,1,0,0,0,0
3070,1,7,monsters,Goblin_2,16,2,9,9,2,0,0,0,0
3070,1,7,monsters,Goblin_3,15,3,10,14,2,0,0,0,0
3070,1,7,monsters,Goblin_4,9,4,24,9,4,0,0,0,0
3070,1,7,party,Fighter,4,8,27,0,4,0,0,0,0
3070,1,7,party,Ranger,5,6,26,28,3,0,0,1,5
3070,1,7,party,Rogue,22,1,18,26,1,0,1,0,0
3071,1,5,monsters,Bugbear,17,6,10,32,1,0,0,0,0
3071,1,5,monsters,Goblin_1,19,4,10,10,2,0,0,0,0
3071,1,5,monsters,Goblin_2,13,7,4,7,1,0,0,0,0
3071,1,5,monsters,Goblin_3,6,8,0,8,0,0,0,0,0
3071,1,5,monsters,Goblin_4,21,3,9,8,2,0,0,0,0
3071,1,5,party,Fighter,18,5,28,0,4,0,0,0,0
3071,1,5,party,Ranger,22,1,21,9,2,0,0,1,1
3071,1,5,party,Rogue,22,2,16,24,1,0,1,0,0
3072,1,8,monsters,Bugbear,5,6,26,31,2,0,0,0,0
3072,1,8,monsters,Goblin_1,21,2,0,7,0,0,0,0,0
3072,1,8,monsters,Goblin_2,19,3,15,7,2,0,0,0,0
3072,1,8,monsters,Goblin_3,3,8,15,9,3,1,0,0,0
3072,1,8,monsters,Goblin_4,8,5,22,11,5,1,0,0,0
3072,1,8,party,Fighter,22,1,51,25,7,1,0,0,0
3072,1,8,party,Ranger,11,4,14,25,1,0,0,1,6
3072,1,8,party,Rogue,4,7,0,28,0,0,0,0,0
3073,0,5,monsters,Bugbear,14,5,23,26,2,0,0,0,0
3073,0,5,monsters,Goblin_1,16,4,4,0,1,0,0,0,0
3073,0,5,monsters,Goblin_2,4,8,22,0,4,1,0,0,0
3073,0,5,monsters,Goblin_3,20,3,18,0,3,0,0,0,0
3073,0,5,monsters,Goblin_4,22,2,13,0,2,0,0,0,0
3073,0,5,party,Fighter,8,6,17,33,2,0,0,0,0
3073,0,5,party,Ranger,22,1,9,25,1,0,0,1,2
3073,0,5,party,Rogue,7,7,0,22,0,0,0,0,0
3074,0,5,monsters,Bugbear,20,1,27,42,3,0,0,0,0
3074,0,5,monsters,Goblin_1,10,8,19,0,3,1,0,0,0
3074,0,5,monsters,Goblin_2,11,5,6,0,1,0,0,0,0
3074,0,5,monsters,Goblin_3,10,7,10,0,2,0,0,0,0
3074,0,5,monsters,Goblin_4,13,4,17,0,3,0,0,0,0
3074,0,5,party,Fighter,18,3,21,29,2,1,0,0,0
3074,0,5,party,Ranger,18,2,21,27,2,0,0,1,7
3074,0,5,party,Rogue,10,6,0,23,0,0,0,0,0
3075,0,5,monsters,Bugbear,20,1,27,34,2,0,0,0,0
3075,0,5,monsters,Goblin_1,5,8,17,0,3,0,0,0,0
3075,0,5,monsters,Goblin_2,15,5,7,0,2,0,0,0,0
3075,0,5,monsters,Goblin_3,17,3,16,0,3,0,0,0,0
3075,0,5,monsters,Goblin_4,12,7,17,0,3,0,0,0,0
3075,0,5,party,Fighter,17,2,11,34,1,0,0,0,0
3075,0,5,party,Ranger,13,6,23,29,1,1,0,1,11
3075,0,5,party,Rogue,15,4,0,21,0,0,0,0,0
3076,0,5,monsters,Bugbear,17,4,25,24,2,0,0,0,0
3076,0,5,monsters,Goblin_1,16,5,9,0,2,0,0,0,0
3076,0,5,monsters,Goblin_2,18,3,24,0,4,0,0,0,0
3076,0,5,monsters,Goblin_3,15,6,7,0,1,0,0,0,0
3076,0,5,monsters,Goblin_4,4,8,17,0,2,1,0,0,0
3076,0,5,party,Fighter,21,1,6,30,1,0,0,0,0
3076,0,5,party,Ranger,18,2,18,31,2,0,0,1,8
3076,0,5,party,Rogue,7,7,0,21,0,0,0,0,0
3077,0,12,monsters,Bugbear,14,5,0,31,0,0,0,0,0
3077,0,12,monsters,Goblin_1,21,1,17,10,3,0,0,0,0
3077,0,12,monsters,Goblin_2,14,6,16,9,2,0,0,0,0
3077,0,12,monsters,Goblin_3,14,7,23,11,4,1,0,0,0
3077,0,12,monsters,Goblin_4,15,4,28,0,5,1,0,0,0
3077,0,12,party,Fighter,14,8,40,30,5,0,0,0,0
3077,0,12,party,Ranger,20,2,12,28,1,0,0,1,5
3077,0,12,party,Rogue,15,3,9,26,1,0,1,0,0
3078,0,7,monsters,Bugbear,17,3,26,30,2,0,0,0,0
3078,0,7,monsters,Goblin_1,22,1,7,21,1,0,0,0,0
3078,0,7,monsters,Goblin_2,3,8,18,17,2,1,0,0,0
3078,0,7,monsters,Goblin_3,5,7,17,0,3,0,0,0,0
3078,0,7,monsters,Goblin_4,10,6,19,0,4,1,0,0,0
3078,0,7,party,Fighter,16,4,52,29,5,2,0,0,0
3078,0,7,party,Ranger,21,2,16,35,1,0,0,1,6
3078,0,7,party,Rogue,13,5,0,23,0,0,0,0,0
3079,0,5,monsters,Bugbear,21,2,22,15,2,0,0,0,0
3079,0,5,monsters,Goblin_1,18,4,16,0,2,0,0,0,0
3079,0,5,monsters,Goblin_2,10,6,3,0,1,0,0,0,0
3079,0,5,monsters,Goblin_3,10,7,15,0,3,0,0,0,0
3079,0,5,monsters,Goblin_4,10,5,21,0,3,0,0,0,0
3079,0,5,party,Fighter,10,8,15,29,2,0,0,0,0
3079,0,5,party,Ranger,18,3,0,25,0,0,0,1,0
3079,0,5,party,Rogue,23,1,0,23,0,0,0,0,0
3080,0,6,monsters,Bugbear,22,1,23,27,2,0,0,0,0
3080,0,6,monsters,Goblin_1,21,2,12,0,3,0,0,0,0
3080,0,6,monsters,Goblin_2,3,8,7,0,2,0,0,0,0
3080,0,6,monsters,Goblin_3,6,7,24,0,4,0,0,0,0
3080,0,6,monsters,Goblin_4,18,4,13,0,1,1,0,0,0
3080,0,6,party,Fighter,19,3,13,31,2,1,0,0,0
3080,0,6,party,Ranger,9,6,9,26,1,0,0,1,1
3080,0,6,party,Rogue,11,5,5,22,1,0,0,0,0
3081,1,8,monsters,Bugbear,8,8,12,29,1,0,0,0,0
3081,1,8,monsters,Goblin_1,9,6,0,11,0,0,0,0,0
3081,1,8,monsters,Goblin_2,20,1,10,11,2,0,0,0,0
3081,1,8,monsters,Goblin_3,8,7,7,16,1,0,0,0,0
3081,1,8,monsters,Goblin_4,10,5,34,8,5,0,0,0,0
3081,1,8,party,Fighter,11,4,46,10,6,0,0,0,0
3081,1,8,party,Ranger,12,3,13,28,1,0,0,1,4
3081,1,8,party,Rogue,17,2,16,25,1,0,1,0,0
3082,0,4,monsters,Bugbear,8,7,20,21,2,0,0,0,0
3082,0,4,monsters,Goblin_1,16,3,19,0,3,0,0,0,0
3082,0,4,monsters,Goblin_2,13,4,3,0,1,0,0,0,0
3082,0,4,monsters,Goblin_3,3,8,23,0,2,2,0,0,0
3082,0,4,monsters,Goblin_4,22,1,20,0,2,2,0,0,0
3082,0,4,party,Fighter,17,2,21,34,2,1,0,0,0
3082,0,4,party,Ranger,12,6,0,29,0,0,0,1,0
3082,0,4,party,Rogue,12,5,0,22,0,0,0,0,0
3083,1,10,monsters,Bugbear,6,5,11,35,1,0,0,0,0
3083,1,10,monsters,Goblin_1,15,1,0,11,0,0,0,0,0
3083,1,10,monsters,Goblin_2,5,6,17,9,2,1,0,0,0
3083,1,10,monsters,Goblin_3,3,8,36,11,5,2,0,0,0
3083,1,10,monsters,Goblin_4,4,7,10,7,1,1,0,0,0
3083,1,10,party,Fighter,12,2,49,10,6,1,0,0,0
3083,1,10,party,Ranger,7,4,24,34,2,0,0,1,6
3083,1,10,party,Rogue,11,3,0,30,0,0,0,0,0
3084,1,4,monsters,Bugbear,13,2,0,27,0,0,0,0,0
3084,1,4,monsters,Goblin_1,5,7,7,19,1,0,0,0,0
3084,1,4,monsters,Goblin_2,6,6,4,11,1,0,0,0,0
3084,1,4,monsters,Goblin_3,11,3,0,9,0,0,0,0,0
3084,1,4,monsters,Goblin_4,3,8,0,8,0,0,0,0,0
3084,1,4,party,Fighter,8,5,31,0,3,1,0,0,0
3084,1,4,party,Ranger,9,4,28,0,3,0,0,1,5
3084,1,4,party,Rogue,15,1,15,11,2,0,0,0,0
3085,1,6,monsters,Bugbear,4,8,0,33,0,0,0,0,0
3085,1,6,monsters,Goblin_1,11,4,4,11,1,0,0,0,0
3085,1,6,monsters,Goblin_2,5,7,6,13,1,1,0,0,0
3085,1,6,monsters,Goblin_3,8,5,5,10,1,0,0,0,0
3085,1,6,monsters,Goblin_4,21,2,7,8,1,0,0,0,0
3085,1,6,party,Fighter,5,6,15,0,2,0,0,0,0
3085,1,6,party,Ranger,13,3,60,0,5,2,0,1,9
3085,1,6,party,Rogue,21,1,0,22,0,0,0,0,0
3086,0,7,monsters,Bugbear,6,6,18,32,1,0,0,0,0
3086,0,7,monsters,Goblin_1,22,1,3,11,1,0,0,0,0
3086,0,7,monsters,Goblin_2,9,4,10,11,3,0,0,0,0
3086,0,7,monsters,Goblin_3,13,3,34,11,4,1,0,0,0
3086,0,7,monsters,Goblin_4,4,8,19,0,3,0,0,0,0
3086,0,7,party,Fighter,5,7,58,32,6,0,0,0,0
3086,0,7,party,Ranger,14,2,7,27,1,0,0,1,1
3086,0,7,party,Rogue,7,5,0,25,0,0,0,0,0
3087,1,11,monsters,Bugbear,13,4,8,34,1,0,0,0,0
3087,1,11,monsters,Goblin_1,14,3,7,9,2,0,0,0,0
3087,1,11,monsters,Goblin_2,21,1,10,22,2,1,0,0,0
3087,1,11,monsters,Goblin_3,5,7,21,8,2,1,0,0,0
3087,1,11,monsters,Goblin_4,4,8,29,10,4,1,0,0,0
3087,1,11,party,Fighter,8,6,63,27,7,1,0,0,0
3087,1,11,party,Ranger,14,2,15,26,2,0,0,1,4
3087,1,11,party,Rogue,11,5,5,22,1,0,0,0,0
3088,1,4,monsters,Bugbear,8,7,0,27,0,0,0,0,0
3088,1,4,monsters,Goblin_1,14,4,3,11,1,0,0,0,0
3088,1,4,monsters,Goblin_2,5,8,3,9,1,0,0,0,0
3088,1,4,monsters,Goblin_3,17,1,12,12,2,0,0,0,0
3088,1,4,monsters,Goblin_4,11,5,7,15,1,0,0,0,0
3088,1,4,party,Fighter,9,6,28,0,3,1,0,0,0
3088,1,4,party,Ranger,14,3,22,0,3,0,0,1,5
3088,1,4,party,Rogue,15,2,24,25,2,1,1,0,0
3089,0,9,monsters,Bugbear,7,7,14,34,1,0,0,0,0
3089,0,9,monsters,Goblin_1,14,3,13,11,3,1,0,0,0
3089,0,9,monsters,Goblin_2,6,8,6,9,1,0,0,0,0
3089,0,9,monsters,Goblin_3,12,5,17,4,3,0,0,0,0
3089,0,9,monsters,Goblin_4,11,6,27,0,4,2,0,0,0
3089,0,9,party,Fighter,12,4,15,29,2,1,0,0,0
3089,0,9,party,Ranger,16,2,32,27,3,1,0,1,8
3089,0,9,party,Rogue,23,1,11,21,1,0,1,0,0
3090,0,4,monsters,Bugbear,9,8,19,16,2,0,0,0,0
3090,0,4,monsters,Goblin_1,20,1,11,0,2,0,0,0,0
3090,0,4,monsters,Goblin_2,18,2,22,0,3,0,0,0,0
3090,0,4,monsters,Goblin_3,18,3,26,0,3,1,0,0,0
3090,0,4,monsters,Goblin_4,14,4,9,0,2,1,0,0,0
3090,0,4,party,Fighter,13,5,0,37,0,0,0,0,0
3090,0,4,party,Ranger,9,7,0,26,0,0,0,1,0
3090,0,4,party,Rogue,12,6,16,24,1,0,1,0,0
3091,1,3,monsters,Bugbear,20,2,12,29,1,0,0,0,0
3091,1,3,monsters,Goblin_1,18,3,0,10,0,0,0,0,0
3091,1,3,monsters,Goblin_2,5,8,4,11,1,0,0,0,0
3091,1,3,monsters,Goblin_3,16,6,0,7,0,0,0,0,0
3091,1,3,monsters,Goblin_4,10,7,0,9,0,0,0,0,0
3091,1,3,party,Fighter,22,1,33,0,3,2,0,0,0
3091,1,3,party,Ranger,16,5,19,0,2,0,0,1,3
3091,1,3,party,Rogue,16,4,14,16,2,0,0,0,0
3092,1,8,monsters,Bugbear,13,4,12,28,1,0,0,0,0
3092,1,8,monsters,Goblin_1,7,7,6,13,1,0,0,0,0
3092,1,8,monsters,Goblin_2,4,8,9,10,2,1,0,0,0
3092,1,8,monsters,Goblin_3,21,1,27,8,5,0,0,0,0
3092,1,8,monsters,Goblin_4,15,3,0,11,0,0,0,0,0
3092,1,8,party,Fighter,9,5,45,3,5,1,0,0,0
3092,1,8,party,Ranger,7,6,8,25,1,1,0,1,0
3092,1,8,party,Rogue,20,2,17,26,1,1,1,0,0
3093,1,6,monsters,Bugbear,17,2,0,35,0,0,0,0,0
3093,1,6,monsters,Goblin_1,21,1,6,8,1,0,0,0,0
3093,1,6,monsters,Goblin_2,10,5,6,9,1,0,0,0,0
3093,1,6,monsters,Goblin_3,16,3,12,9,2,0,0,0,0
3093,1,6,monsters,Goblin_4,9,6,13,11,3,0,0,0,0
3093,1,6,party,Fighter,10,4,38,0,4,1,0,0,0
3093,1,6,party,Ranger,7,7,34,15,4,0,0,1,4
3093,1,6,party,Rogue,6,8,0,22,0,0,0,0,0
3094,1,8,monsters,Bugbear,17,4,11,28,1,0,0,0,0
3094,1,8,monsters,Goblin_1,11,6,0,7,0,0,0,0,0
3094,1,8,monsters,Goblin_2,18,3,6,9,1,0,0,0,0
3094,1,8,monsters,Goblin_3,7,7,7,7,2,0,0,0,0
3094,1,8,monsters,Goblin_4,22,1,14,15,3,0,0,0,0
3094,1,8,party,Fighter,11,5,32,0,4,0,0,0,0
3094,1,8,party,Ranger,19,2,34,12,4,0,0,1,8
3094,1,8,party,Rogue,6,8,0,26,0,0,0,0,0
3095,0,13,monsters,Bugbear,8,5,7,35,1,0,0,0,0
3095,0,13,monsters,Goblin_1,3,8,6,9,1,0,0,0,0
3095,0,13,monsters,Goblin_2,18,1,18,15,3,0,0,0,0
3095,0,13,monsters,Goblin_3,4,6,16,9,3,1,0,0,0
3095,0,13,monsters,Goblin_4,4,7,40,5,7,0,0,0,0
3095,0,13,party,Fighter,8,4,47,31,6,1,0,0,0
3095,0,13,party,Ranger,14,3,26,29,2,0,0,1,11
3095,0,13,party,Rogue,15,2,0,27,0,0,0,0,0
3096,0,6,monsters,Bugbear,15,5,14,20,2,0,0,0,0
3096,0,6,monsters,Goblin_1,17,4,12,0,2,1,0,0,0
3096,0,6,monsters,Goblin_2,20,3,12,0,2,0,0,0,0
3096,0,6,monsters,Goblin_3,14,6,21,0,2,2,0,0,0
3096,0,6,monsters,Goblin_4,21,2,18,0,2,2,0,0,0
3096,0,6,party,Fighter,12,8,20,29,2,0,0,0,0
3096,0,6,party,Ranger,23,1,0,26,0,0,0,1,0
3096,0,6,party,Rogue,12,7,0,22,0,0,0,0,0
3097,1,5,monsters,Bugbear,20,3,0,30,0,0,0,0,0
3097,1,5,monsters,Goblin_1,13,4,14,9,2,0,0,0,0
3097,1,5,monsters,Goblin_2,21,2,16,8,3,0,0,0,0
3097,1,5,monsters,Goblin_3,13,5,11,23,2,0,0,0,0
3097,1,5,monsters,Goblin_4,22,1,4,11,1,0,0,0,0
3097,1,5,party,Fighter,12,6,47,0,5,1,0,0,0
3097,1,5,party,Ranger,4,8,34,22,3,0,0,1,4
3097,1,5,party,Rogue,11,7,0,23,0,0,0,0,0
3098,1,7,monsters,Bugbear,4,8,12,34,1,0,0,0,0
